sample_id	time	replicate	genotype	mean_fluorescence	normalized_substraction_mean_fluorescence
1651	48	2	KMT2D10.1	1139.606	160.383
1652	49	2	KMT2D10.1	1136.777	157.554
1653	50	2	KMT2D10.1	1132.035	152.812
1654	51	2	KMT2D10.1	1112.09	132.867
1655	52	2	KMT2D10.1	1132.447	153.224
1656	53	2	KMT2D10.1	1129.527	150.304
1657	54	2	KMT2D10.1	1141.859	162.636
1658	55	2	KMT2D10.1	1156.455	177.232
1659	56	2	KMT2D10.1	1133.233	154.01
1660	57	2	KMT2D10.1	1158.505	179.282
1661	58	2	KMT2D10.1	1154.944	175.721
1662	59	2	KMT2D10.1	1160.543	181.32
1663	60	2	KMT2D10.1	1144.508	165.285
1664	61	2	KMT2D10.1	1169.118	189.895
1665	62	2	KMT2D10.1	1156.177	176.954
1666	63	2	KMT2D10.1	1178.218	198.995
1667	64	2	KMT2D10.1	1180.349	201.126
1668	65	2	KMT2D10.1	1190.737	211.514
1669	66	2	KMT2D10.1	1201.9	222.677
1670	67	2	KMT2D10.1	1205.726	226.503
1671	68	2	KMT2D10.1	1196.658	217.435
1672	69	2	KMT2D10.1	1216.472	237.249
1673	70	2	KMT2D10.1	1214.897	235.674
1674	71	2	KMT2D10.1	1219.653	240.43
1675	72	2	KMT2D10.1	1220.914	241.691
1676	73	2	KMT2D10.1	1222.702	243.479
1677	74	2	KMT2D10.1	1225.202	245.979
1678	75	2	KMT2D10.1	1229.992	250.769
1679	76	2	KMT2D10.1	1243.215	263.992
1680	77	2	KMT2D10.1	1235.841	256.618
1681	78	2	KMT2D10.1	1240.995	261.772
1682	79	2	KMT2D10.1	1250.198	270.975
1683	80	2	KMT2D10.1	1237.424	258.201
1684	81	2	KMT2D10.1	1242.882	263.659
1685	82	2	KMT2D10.1	1247.459	268.236
1686	83	2	KMT2D10.1	1251.27	272.047
1687	84	2	KMT2D10.1	1261.061	281.838
1688	85	2	KMT2D10.1	1254.74	275.517
1689	86	2	KMT2D10.1	1259.961	280.738
1690	87	2	KMT2D10.1	1261.02	281.797
1691	88	2	KMT2D10.1	1261.652	282.429
1692	89	2	KMT2D10.1	1262.978	283.755
1693	90	2	KMT2D10.1	1262.871	283.648
1694	91	2	KMT2D10.1	1268.04	288.817
1695	92	2	KMT2D10.1	1266.173	286.95
1696	93	2	KMT2D10.1	1268.48	289.257
1697	94	2	KMT2D10.1	1264.434	285.211
1698	95	2	KMT2D10.1	1254.277	275.054
1699	96	2	KMT2D10.1	1257.952	278.729
1700	97	2	KMT2D10.1	1252.78	273.557
1701	98	2	KMT2D10.1	1257.129	277.906
1702	99	2	KMT2D10.1	1247.9	268.677
1703	100	2	KMT2D10.1	1247.393	268.17
1704	101	2	KMT2D10.1	1253.407	274.184
1705	102	2	KMT2D10.1	1262.874	283.651
1706	103	2	KMT2D10.1	1263.066	283.843
1707	104	2	KMT2D10.1	1271.28	292.057
1708	105	2	KMT2D10.1	1270.086	290.863
1709	106	2	KMT2D10.1	1266.547	287.324
1710	107	2	KMT2D10.1	1265.975	286.752
1711	108	2	KMT2D10.1	1269.072	289.849
1712	109	2	KMT2D10.1	1280.434	301.211
1713	110	2	KMT2D10.1	1282.199	302.976
1714	111	2	KMT2D10.1	1289.236	310.013
1715	112	2	KMT2D10.1	1283.64	304.417
1716	113	2	KMT2D10.1	1285.627	306.404
1717	114	2	KMT2D10.1	1282.085	302.862
1718	115	2	KMT2D10.1	1285.431	306.208
1719	116	2	KMT2D10.1	1281.755	302.532
1720	117	2	KMT2D10.1	1280.075	300.852
1721	118	2	KMT2D10.1	1283.287	304.064
1722	119	2	KMT2D10.1	1286.657	307.434
1723	120	2	KMT2D10.1	1280.54	301.317
1724	121	2	KMT2D10.1	1275.408	296.185
1725	122	2	KMT2D10.1	1271.454	292.231
1726	123	2	KMT2D10.1	1273.364	294.141
1727	124	2	KMT2D10.1	1269.926	290.703
1728	125	2	KMT2D10.1	1271.652	292.429
1729	126	2	KMT2D10.1	1276.668	297.445
1730	127	2	KMT2D10.1	1276.145	296.922
1731	128	2	KMT2D10.1	1272.561	293.338
1732	129	2	KMT2D10.1	1272.944	293.721
1733	130	2	KMT2D10.1	1268.29	289.067
1734	131	2	KMT2D10.1	1262.872	283.649
1735	132	2	KMT2D10.1	1269.015	289.792
1736	133	2	KMT2D10.1	1274.036	294.813
1737	134	2	KMT2D10.1	1278.787	299.564
1738	135	2	KMT2D10.1	1282.8	303.577
1739	136	2	KMT2D10.1	1276.698	297.475
1740	137	2	KMT2D10.1	1277.239	298.016
1741	138	2	KMT2D10.1	1283.593	304.37
1742	139	2	KMT2D10.1	1282.111	302.888
1743	140	2	KMT2D10.1	1274.041	294.818
1744	141	2	KMT2D10.1	1272.666	293.443
1745	142	2	KMT2D10.1	1280.535	301.312
1746	143	2	KMT2D10.1	1284.09	304.867
1747	144	2	KMT2D10.1	1296.309	317.086
1748	145	2	KMT2D10.1	1294.195	314.972
1749	146	2	KMT2D10.1	1284.185	304.962
1750	147	2	KMT2D10.1	1282.997	303.774
1751	148	2	KMT2D10.1	1296.334	317.111
1752	149	2	KMT2D10.1	1289.252	310.029
1753	150	2	KMT2D10.1	1285.347	306.124
1754	151	2	KMT2D10.1	1287.216	307.993
1755	152	2	KMT2D10.1	1284.153	304.93
1756	153	2	KMT2D10.1	1277.794	298.571
1757	154	2	KMT2D10.1	1272.529	293.306
1758	155	2	KMT2D10.1	1281.341	302.118
1759	156	2	KMT2D10.1	1283.079	303.856
1760	157	2	KMT2D10.1	1286.061	306.838
1761	158	2	KMT2D10.1	1278.272	299.049
1762	159	2	KMT2D10.1	1269.328	290.105
1763	160	2	KMT2D10.1	1261.056	281.833
1764	161	2	KMT2D10.1	1266.758	287.535
1765	162	2	KMT2D10.1	1273.62	294.397
1766	163	2	KMT2D10.1	1277.964	298.741
1767	164	2	KMT2D10.1	1283.596	304.373
1768	165	2	KMT2D10.1	1275.164	295.941
1769	166	2	KMT2D10.1	1266.347	287.124
1770	167	2	KMT2D10.1	1267.97	288.747
1771	168	2	KMT2D10.1	1269.945	290.722
1772	169	2	KMT2D10.1	1261.753	282.53
1773	170	2	KMT2D10.1	1258.697	279.474
1774	171	2	KMT2D10.1	1266.007	286.784
1775	172	2	KMT2D10.1	1260.232	281.009
1776	173	2	KMT2D10.1	1261.441	282.218
1777	174	2	KMT2D10.1	1264.818	285.595
1778	175	2	KMT2D10.1	1269.982	290.759
1779	176	2	KMT2D10.1	1271.813	292.59
1780	177	2	KMT2D10.1	1269.331	290.108
1781	178	2	KMT2D10.1	1268.265	289.042
1782	179	2	KMT2D10.1	1276.47	297.247
1783	180	2	KMT2D10.1	1269.24	290.017
1784	181	2	KMT2D10.1	1271.019	291.796
1785	182	2	KMT2D10.1	1270.089	290.866
1786	183	2	KMT2D10.1	1270.616	291.393
1787	184	2	KMT2D10.1	1273.011	293.788
1788	185	2	KMT2D10.1	1271.677	292.454
1789	186	2	KMT2D10.1	1279.4	300.177
1790	187	2	KMT2D10.1	1282.175	302.952
1791	188	2	KMT2D10.1	1281.72	302.497
1792	189	2	KMT2D10.1	1285.422	306.199
1793	190	2	KMT2D10.1	1283.199	303.976
1794	191	2	KMT2D10.1	1266.784	287.561
1795	192	2	KMT2D10.1	1271.739	292.516
1796	193	2	KMT2D10.1	1278.994	299.771
1797	194	2	KMT2D10.1	1277.751	298.528
1798	195	2	KMT2D10.1	1277.641	298.418
1799	196	2	KMT2D10.1	1277.228	298.005
1800	197	2	KMT2D10.1	1275.689	296.466
1801	198	2	KMT2D10.1	1276.359	297.136
1802	199	2	KMT2D10.1	1275.148	295.925
1803	200	2	KMT2D10.1	1274.442	295.219
1804	201	2	KMT2D10.1	1276.49	297.267
1805	202	2	KMT2D10.1	1281.253	302.03
1806	203	2	KMT2D10.1	1280.274	301.051
1807	204	2	KMT2D10.1	1285.228	306.005
1808	205	2	KMT2D10.1	1292.855	313.632
1809	206	2	KMT2D10.1	1295.433	316.21
1810	207	2	KMT2D10.1	1294.968	315.745
1811	208	2	KMT2D10.1	1296.053	316.83
1812	209	2	KMT2D10.1	1305.987	326.764
1813	210	2	KMT2D10.1	1310.246	331.023
1814	211	2	KMT2D10.1	1315.666	336.443
1815	212	2	KMT2D10.1	1298.142	318.919
1816	213	2	KMT2D10.1	1304.147	324.924
1817	214	2	KMT2D10.1	1308.049	328.826
1818	215	2	KMT2D10.1	1309.846	330.623
1819	216	2	KMT2D10.1	1319.304	340.081
1820	217	2	KMT2D10.1	1316.481	337.258
1821	218	2	KMT2D10.1	1310.222	330.999
1822	219	2	KMT2D10.1	1299.56	320.337
1823	220	2	KMT2D10.1	1304.383	325.16
1824	221	2	KMT2D10.1	1311.333	332.11
1825	222	2	KMT2D10.1	1313.13	333.907
1826	223	2	KMT2D10.1	1314.405	335.182
1827	224	2	KMT2D10.1	1316.227	337.004
1828	225	2	KMT2D10.1	1310.544	331.321
1829	226	2	KMT2D10.1	1309.44	330.217
1830	227	2	KMT2D10.1	1311.323	332.1
1831	228	2	KMT2D10.1	1313.462	334.239
1832	229	2	KMT2D10.1	1318.579	339.356
1833	1	3	KMT2D10.1	1105.264	0
1834	2	3	KMT2D10.1	1113.472	8.208
1835	3	3	KMT2D10.1	1122.224	16.96
1836	4	3	KMT2D10.1	1122.503	17.239
1837	5	3	KMT2D10.1	1133.065	27.801
1838	6	3	KMT2D10.1	1138.489	33.225
1839	7	3	KMT2D10.1	1146.838	41.574
1840	8	3	KMT2D10.1	1152.275	47.011
1841	9	3	KMT2D10.1	1158.977	53.713
1842	10	3	KMT2D10.1	1160.436	55.172
1843	11	3	KMT2D10.1	1171.805	66.541
1844	12	3	KMT2D10.1	1182.215	76.951
1845	13	3	KMT2D10.1	1179.771	74.507
1846	14	3	KMT2D10.1	1185.458	80.194
1847	15	3	KMT2D10.1	1186.429	81.165
1848	16	3	KMT2D10.1	1198.404	93.14
1849	17	3	KMT2D10.1	1206.713	101.449
1850	18	3	KMT2D10.1	1204.912	99.648
1851	19	3	KMT2D10.1	1214.752	109.488
1852	20	3	KMT2D10.1	1218.372	113.108
1853	21	3	KMT2D10.1	1220.023	114.759
1854	22	3	KMT2D10.1	1228.02	122.756
1855	23	3	KMT2D10.1	1232.603	127.339
1856	24	3	KMT2D10.1	1236.45	131.186
1857	25	3	KMT2D10.1	1239.358	134.094
1858	26	3	KMT2D10.1	1248.096	142.832
1859	27	3	KMT2D10.1	1254.363	149.099
1860	28	3	KMT2D10.1	1258.084	152.82
1861	29	3	KMT2D10.1	1264.315	159.051
1862	30	3	KMT2D10.1	1269.643	164.379
1863	31	3	KMT2D10.1	1276.201	170.937
1864	32	3	KMT2D10.1	1285.519	180.255
1865	33	3	KMT2D10.1	1285.639	180.375
1866	34	3	KMT2D10.1	1284.916	179.652
1867	35	3	KMT2D10.1	1285.882	180.618
1868	36	3	KMT2D10.1	1290.583	185.319
1869	37	3	KMT2D10.1	1291.299	186.035
1870	38	3	KMT2D10.1	1299.11	193.846
1871	39	3	KMT2D10.1	1302.338	197.074
1872	40	3	KMT2D10.1	1300.14	194.876
1873	41	3	KMT2D10.1	1306.905	201.641
1874	42	3	KMT2D10.1	1299.567	194.303
1875	43	3	KMT2D10.1	1315.969	210.705
1876	44	3	KMT2D10.1	1321.051	215.787
1877	45	3	KMT2D10.1	1336.335	231.071
1878	46	3	KMT2D10.1	1343.967	238.703
1879	47	3	KMT2D10.1	1349.174	243.91
1880	48	3	KMT2D10.1	1348.357	243.093
1881	49	3	KMT2D10.1	1351.293	246.029
1882	50	3	KMT2D10.1	1350.834	245.57
1883	51	3	KMT2D10.1	1350.452	245.188
1884	52	3	KMT2D10.1	1356.736	251.472
1885	53	3	KMT2D10.1	1356.69	251.426
1886	54	3	KMT2D10.1	1360.803	255.539
1887	55	3	KMT2D10.1	1372.665	267.401
1888	56	3	KMT2D10.1	1369.016	263.752
1889	57	3	KMT2D10.1	1373.542	268.278
1890	58	3	KMT2D10.1	1377.53	272.266
1891	59	3	KMT2D10.1	1382.813	277.549
1892	60	3	KMT2D10.1	1385.256	279.992
1893	61	3	KMT2D10.1	1409.878	304.614
1894	62	3	KMT2D10.1	1400.266	295.002
1895	63	3	KMT2D10.1	1412.101	306.837
1896	64	3	KMT2D10.1	1420.599	315.335
1897	65	3	KMT2D10.1	1426.032	320.768
1898	66	3	KMT2D10.1	1424.863	319.599
1899	67	3	KMT2D10.1	1428.618	323.354
1900	68	3	KMT2D10.1	1419.289	314.025
1901	69	3	KMT2D10.1	1430.564	325.3
1902	70	3	KMT2D10.1	1432.42	327.156
1903	71	3	KMT2D10.1	1438.172	332.908
1904	72	3	KMT2D10.1	1441.983	336.719
1905	73	3	KMT2D10.1	1444.713	339.449
1906	74	3	KMT2D10.1	1443.654	338.39
1907	75	3	KMT2D10.1	1444.998	339.734
1908	76	3	KMT2D10.1	1464.677	359.413
1909	77	3	KMT2D10.1	1458.245	352.981
1910	78	3	KMT2D10.1	1467.599	362.335
1911	79	3	KMT2D10.1	1474.865	369.601
1912	80	3	KMT2D10.1	1458.709	353.445
1913	81	3	KMT2D10.1	1469.19	363.926
1914	82	3	KMT2D10.1	1473.448	368.184
1915	83	3	KMT2D10.1	1486.609	381.345
1916	84	3	KMT2D10.1	1502.362	397.098
1917	85	3	KMT2D10.1	1498.241	392.977
1918	86	3	KMT2D10.1	1508.643	403.379
1919	87	3	KMT2D10.1	1504.454	399.19
1920	88	3	KMT2D10.1	1506.016	400.752
1921	89	3	KMT2D10.1	1505.904	400.64
1922	90	3	KMT2D10.1	1526.673	421.409
1923	91	3	KMT2D10.1	1521.794	416.53
1924	92	3	KMT2D10.1	1504.543	399.279
1925	93	3	KMT2D10.1	1531.593	426.329
1926	94	3	KMT2D10.1	1535.57	430.306
1927	95	3	KMT2D10.1	1538.237	432.973
1928	96	3	KMT2D10.1	1535.674	430.41
1929	97	3	KMT2D10.1	1537.755	432.491
1930	98	3	KMT2D10.1	1543.867	438.603
1931	99	3	KMT2D10.1	1544.961	439.697
1932	100	3	KMT2D10.1	1541.726	436.462
1933	101	3	KMT2D10.1	1549.091	443.827
1934	102	3	KMT2D10.1	1554.468	449.204
1935	103	3	KMT2D10.1	1559.799	454.535
1936	104	3	KMT2D10.1	1539.916	434.652
1937	105	3	KMT2D10.1	1550.632	445.368
1938	106	3	KMT2D10.1	1556.205	450.941
1939	107	3	KMT2D10.1	1559.763	454.499
1940	108	3	KMT2D10.1	1553.149	447.885
1941	109	3	KMT2D10.1	1548.271	443.007
1942	110	3	KMT2D10.1	1556.78	451.516
1943	111	3	KMT2D10.1	1550.007	444.743
1944	112	3	KMT2D10.1	1555.635	450.371
1945	113	3	KMT2D10.1	1545.167	439.903
1946	114	3	KMT2D10.1	1555.218	449.954
1947	115	3	KMT2D10.1	1547.142	441.878
1948	116	3	KMT2D10.1	1558.563	453.299
1949	117	3	KMT2D10.1	1558.999	453.735
1950	118	3	KMT2D10.1	1559.598	454.334
1951	119	3	KMT2D10.1	1566.167	460.903
1952	120	3	KMT2D10.1	1565.714	460.45
1953	121	3	KMT2D10.1	1560.11	454.846
1954	122	3	KMT2D10.1	1563.941	458.677
1955	123	3	KMT2D10.1	1559.14	453.876
1956	124	3	KMT2D10.1	1570.507	465.243
1957	125	3	KMT2D10.1	1581.206	475.942
1958	126	3	KMT2D10.1	1577.929	472.665
1959	127	3	KMT2D10.1	1572.637	467.373
1960	128	3	KMT2D10.1	1564.994	459.73
1961	129	3	KMT2D10.1	1583.596	478.332
1962	130	3	KMT2D10.1	1575.171	469.907
1963	131	3	KMT2D10.1	1585.389	480.125
1964	132	3	KMT2D10.1	1585.092	479.828
1965	133	3	KMT2D10.1	1587.269	482.005
1966	134	3	KMT2D10.1	1594.855	489.591
1967	135	3	KMT2D10.1	1586.022	480.758
1968	136	3	KMT2D10.1	1593.544	488.28
1969	137	3	KMT2D10.1	1599.156	493.892
1970	138	3	KMT2D10.1	1574.459	469.195
1971	139	3	KMT2D10.1	1594.109	488.845
1972	140	3	KMT2D10.1	1596.592	491.328
1973	141	3	KMT2D10.1	1600.491	495.227
1974	142	3	KMT2D10.1	1600.984	495.72
1975	143	3	KMT2D10.1	1597.96	492.696
1976	144	3	KMT2D10.1	1599.253	493.989
1977	145	3	KMT2D10.1	1625.854	520.59
1978	146	3	KMT2D10.1	1637.462	532.198
1979	147	3	KMT2D10.1	1642.564	537.3
1980	148	3	KMT2D10.1	1614.957	509.693
1981	149	3	KMT2D10.1	1627.633	522.369
1982	150	3	KMT2D10.1	1635.468	530.204
1983	151	3	KMT2D10.1	1631.461	526.197
1984	152	3	KMT2D10.1	1642.12	536.856
1985	153	3	KMT2D10.1	1636.069	530.805
1986	154	3	KMT2D10.1	1647.981	542.717
1987	155	3	KMT2D10.1	1635.787	530.523
1988	156	3	KMT2D10.1	1624.736	519.472
1989	157	3	KMT2D10.1	1630.737	525.473
1990	158	3	KMT2D10.1	1634.411	529.147
1991	159	3	KMT2D10.1	1625.086	519.822
1992	160	3	KMT2D10.1	1608.358	503.094
1993	161	3	KMT2D10.1	1636.622	531.358
1994	162	3	KMT2D10.1	1623.165	517.901
1995	163	3	KMT2D10.1	1614.892	509.628
1996	164	3	KMT2D10.1	1607.756	502.492
1997	165	3	KMT2D10.1	1611.027	505.763
1998	166	3	KMT2D10.1	1611.576	506.312
1999	167	3	KMT2D10.1	1616.631	511.367
2000	168	3	KMT2D10.1	1620.008	514.744
2001	169	3	KMT2D10.1	1628.851	523.587
2002	170	3	KMT2D10.1	1629.615	524.351
2003	171	3	KMT2D10.1	1643.173	537.909
2004	172	3	KMT2D10.1	1620.835	515.571
2005	173	3	KMT2D10.1	1620.312	515.048
2006	174	3	KMT2D10.1	1623.438	518.174
2007	175	3	KMT2D10.1	1620.275	515.011
2008	176	3	KMT2D10.1	1623.731	518.467
2009	177	3	KMT2D10.1	1621.73	516.466
2010	178	3	KMT2D10.1	1625.931	520.667
2011	179	3	KMT2D10.1	1622.986	517.722
2012	180	3	KMT2D10.1	1627.904	522.64
2013	181	3	KMT2D10.1	1633.494	528.23
2014	182	3	KMT2D10.1	1629.884	524.62
2015	183	3	KMT2D10.1	1624.553	519.289
2016	184	3	KMT2D10.1	1633.306	528.042
2017	185	3	KMT2D10.1	1622.399	517.135
2018	186	3	KMT2D10.1	1625.339	520.075
2019	187	3	KMT2D10.1	1637.286	532.022
2020	188	3	KMT2D10.1	1628.254	522.99
2021	189	3	KMT2D10.1	1639.207	533.943
2022	190	3	KMT2D10.1	1643.591	538.327
2023	191	3	KMT2D10.1	1625.668	520.404
2024	192	3	KMT2D10.1	1626.895	521.631
2025	193	3	KMT2D10.1	1626.277	521.013
2026	194	3	KMT2D10.1	1625.069	519.805
2027	195	3	KMT2D10.1	1626.49	521.226
2028	196	3	KMT2D10.1	1628.485	523.221
2029	197	3	KMT2D10.1	1629.186	523.922
2030	198	3	KMT2D10.1	1641.284	536.02
2031	199	3	KMT2D10.1	1626.614	521.35
2032	200	3	KMT2D10.1	1632.062	526.798
2033	201	3	KMT2D10.1	1633.742	528.478
2034	202	3	KMT2D10.1	1637.748	532.484
2035	203	3	KMT2D10.1	1644.475	539.211
2036	204	3	KMT2D10.1	1651.107	545.843
2037	205	3	KMT2D10.1	1651.427	546.163
2038	206	3	KMT2D10.1	1658.029	552.765
2039	207	3	KMT2D10.1	1652.93	547.666
2040	208	3	KMT2D10.1	1657.576	552.312
2041	209	3	KMT2D10.1	1670.463	565.199
2042	210	3	KMT2D10.1	1673.711	568.447
2043	211	3	KMT2D10.1	1675.428	570.164
2044	212	3	KMT2D10.1	1661.957	556.693
2045	213	3	KMT2D10.1	1648.063	542.799
2046	214	3	KMT2D10.1	1655.19	549.926
2047	215	3	KMT2D10.1	1663.7	558.436
2048	216	3	KMT2D10.1	1667.259	561.995
2049	217	3	KMT2D10.1	1667.998	562.734
2050	218	3	KMT2D10.1	1669.269	564.005
2051	219	3	KMT2D10.1	1666.923	561.659
2052	220	3	KMT2D10.1	1676.019	570.755
2053	221	3	KMT2D10.1	1680.932	575.668
2054	222	3	KMT2D10.1	1678.778	573.514
2055	223	3	KMT2D10.1	1666.598	561.334
2056	224	3	KMT2D10.1	1684.296	579.032
2057	225	3	KMT2D10.1	1676.099	570.835
2058	226	3	KMT2D10.1	1672.679	567.415
2059	227	3	KMT2D10.1	1675.579	570.315
2060	228	3	KMT2D10.1	1665.698	560.434
2061	229	3	KMT2D10.1	1673.075	567.811
